X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,ACCLASS,LEVEL,INVTYPE,TYPE,INVAGE,INJURY,condition,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND
-79.514774,43.623583,7878013,1381745,2013,"August 5, 2013",1210,12,ISLINGTON AVE,THE QUEENSWAY, ,Major Arterial,43.623583,-79.514774,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,85 to 89,Major,severely injured,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.39639,43.687645,7375920,1274426,2012,"January 11, 2012",1212,12,ST CLAIR AVE W,DEER PARK CRES, ,Major Arterial,43.687645,-79.39639,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Inattentive, , , 
-79.367381,43.662856,80496213,5002232122,2015,"October 1, 2015",1212,12,PARLIAMENT ST,SPRUCE ST,500 m North of,Minor Arterial,43.662856,-79.367381,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,60 to 64,Major,severely injured,Bicycle,Overtaking, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.40327,43.707171,81070509,7003087545,2017,"November 28, 2017",1212,12,EDITH DR,ORCHARD VIEW BLVD, ,Collector,43.707171,-79.40327,Intersection,At Intersection,Stop Sign,Clear,Fatal,fatal,Pedestrian,pedestrian,80 to 84,Fatal,killed, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , 
-79.37789,43.658245,7808286,1351701,2013,"April 12, 2013",1213,12,CHURCH ST,GOULD ST, ,Minor Arterial,43.658245,-79.37789,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.39649,43.697345,6711613,1269531,2011,"October 12, 2011",1214,12,YONGE ST,BALLIOL ST, ,Major Arterial,43.697345,-79.39649,Intersection,At Intersection,No Control,Rain,Non-Fatal,non-fatal,In-Line Skater,in-line skater,15 to 19,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal, , , 
-79.29229,43.696445,7542006,1291754,2012,"March 5, 2012",1214,12,1 MASSEY Sq, , ,Other,43.696445,-79.29229,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,unknown,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.38309,43.651645,6202754,1194416,2010,"September 9, 2010",1120,11,QUEEN ST W,BAY ST, ,Major Arterial,43.651645,-79.38309,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Unknown, , , 
-79.45249,43.656345,6915251,1199695,2010,"October 4, 2010",1120,11,BLOOR ST W,DUNDAS ST W, ,Major Arterial,43.656345,-79.45249,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses without ROW at inter.,Running onto Roadway,Normal, , , 
-79.54199,43.617445,7826021,1359371,2013,"June 4, 2013",1120,11,THE QUEENSWAY,ATOMIC AVE, ,Major Arterial,43.617445,-79.54199,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,65 to 69,Major,severely injured,Bicycle,Changing Lanes, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Normal
-79.375896,43.660418,80146150,3001047627,2013,"November 27, 2013",1120,11,JARVIS ST,GERRARD ST E, ,Major Arterial,43.660418,-79.375896,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.565257,43.737166,80545164,6001174210,2016,"July 5, 2016",1120,11,ALBION RD,ISLINGTON AVE, ,Major Arterial,43.737166,-79.565257,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,55 to 59,Fatal,killed, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.365299,43.79027,80943064,7003008719,2017,"November 16, 2017",1120,11,FINCH AVE E,RAVEL RD, ,Major Arterial,43.79027,-79.365299,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal, , , 
-79.365299,43.79027,80943065,7003008719,2017,"November 16, 2017",1120,11,FINCH AVE E,RAVEL RD, ,Major Arterial,43.79027,-79.365299,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal, , , 
-79.50859,43.720945,5292071,1127576,2009,"September 29, 2009",1122,11,JANE ST,WILSON AVE, ,Major Arterial,43.720945,-79.50859,Intersection,At Intersection,Traffic Signal,Rain,Fatal,fatal,Pedestrian,pedestrian,85 to 89,Fatal,killed,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Medical or Physical Disability, , , 
-79.352252,43.79309,6280065,1193990,2010,"October 9, 2010",1123,11,FINCH AVE E,SKYMARK DR, ,Major Arterial,43.79309,-79.352252,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.54619,43.603845,5058639,1141818,2009,"December 12, 2009",1125,11,BROWNS LINE,RIMILTON AVE, ,Major Arterial,43.603845,-79.54619,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,65 to 69,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist falls off bike - no contact with motorist.,Lost control,Medical or Physical Disability
-79.463763,43.663581,80875877,7001414660,2017,"August 6, 2017",1125,11,KEELE ST,ANNETTE ST,7 m South of,Major Arterial,43.663581,-79.463763,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured, , , , , ,Walking on Roadway Against Traffic,Normal, , , 
-79.371158,43.64876,80892162,8000252171,2018,"February 9, 2018",1125,11,LOWER JARVIS ST,FRONT ST E,74 m South of,Major Arterial,43.64876,-79.371158,Mid-Block,Non Intersection,No Control,Snow,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured, , , , ,Vehicle is reversing and hits pedestrian,Other,Inattentive, , , 
-79.38159,43.657945,6805787,1261497,2011,"October 20, 2011",1127,11,YONGE ST,ELM ST, ,Major Arterial,43.657945,-79.38159,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Other,Inattentive, , , 
-79.36479,43.713545,6915959,1281493,2011,"December 22, 2011",1128,11,LAIRD DR,EGLINTON AVE E, ,Major Arterial,43.713545,-79.36479,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.48949,43.686945,5440501,1073990,2008,"November 10, 2008",1130,11,WESTON RD,EGLINTON AVE W, ,Major Arterial,43.686945,-79.48949,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.28229,43.769445,6177173,1183691,2010,"July 6, 2010",1130,11,KENNEDY Rd,PROGRESS Ave, ,Major Arterial,43.769445,-79.28229,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.49039,43.629045,7808310,1351710,2013,"April 13, 2013",1130,11,THE QUEENSWAY,PARK LAWN Rd, ,Major Arterial,43.629045,-79.49039,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal, , , 
-79.26509,43.751545,5419807,1064702,2008,"October 16, 2008",1150,11,LAWRENCE AVE E,MIDLAND AVE, ,Major Arterial,43.751545,-79.26509,Intersection,At Intersection,Traffic Signal,Other,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.44539,43.678345,6098717,1148593,2010,"January 19, 2010",1150,11,ST CLAIR GDNS,NORTON AVE, ,Local,43.678345,-79.44539,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle is reversing and hits pedestrian,"Crossing, no Traffic Control",Normal, , , 
-79.38299,43.655845,6608168,1225017,2011,"January 21, 2011",1150,11,DUNDAS ST W,BAY ST, ,Major Arterial,43.655845,-79.38299,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Overtaking, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal
-79.324542,43.81428,80793624,8000148881,2018,"January 24, 2018",1150,11,WARDEN AVE,BAMBURGH CRCL,195 m South,Major Arterial,43.81428,-79.324542,Mid-Block,Non Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,60 to 64,Fatal,killed, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.47389,43.690445,5430712,1069560,2008,"November 12, 2008",1151,11,EGLINTON AVE W,KEELE ST, ,Major Arterial,43.690445,-79.47389,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,10 to 14,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , 
-79.341022,43.756446,80565388,6001807391,2016,"October 11, 2016",1152,11,8 SILVERDALE CRES, , ,Collector,43.756446,-79.341022,Mid-Block,At/Near Private Drive,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,80 to 84,Fatal,killed, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.21559,43.743945,6104310,1151614,2010,"January 12, 2010",1153,11,EGLINTON Aven E,CEDAR Driv, ,Major Arterial,43.743945,-79.21559,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.266986,43.729945,7881017,1382978,2013,"July 15, 2013",1153,11,KENNEDY RD,KENMARK BLVD, ,Major Arterial,43.729945,-79.266986,Intersection, ,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.452823,43.733313,80631889,4002987190,2014,"September 26, 2014",1153,11,WILSON AVE,BILLY BISHOP WAY,4 m South of,Major Arterial,43.733313,-79.452823,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Normal
-79.296764,43.689288,80560200,5000591639,2015,"April 10, 2015",1154,11,DAWES RD,DANFORTH AVE,24 m South of,Major Arterial,43.689288,-79.296764,Intersection,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured, , , , ,Pedestrian hit at mid-block,Other,Normal, , , 
-79.507747,43.648158,80566416,6001974222,2016,"November 6, 2016",1155,11,BLOOR ST W,GRENVIEW BLVD N, ,Major Arterial,43.648158,-79.507747,Intersection,At Intersection,Stop Sign,Clear,Fatal,fatal,Pedestrian,pedestrian,Over 95,Fatal,killed, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Other, , , 
-79.401821,43.686576,80892400,7001155336,2017,"June 28, 2017",1155,11,ST CLAIR AVE W,AVENUE RD,29 m West of,Major Arterial,43.686576,-79.401821,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured, , , , , , ,Medical or Physical Disability, , , 
-79.343387,43.667445,5222836,1097106,2009,"March 10, 2009",1156,11,GERRARD St E,CARLAW Ave, ,Minor Arterial,43.667445,-79.343387,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,45 to 49,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.34819,43.693645,7828768,1360626,2013,"June 12, 2013",1157,11,O CONNOR DR,RIVERCOURT BLVD, ,Major Arterial,43.693645,-79.34819,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,35 to 39,Major,severely injured,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Improper Turn,Inattentive
-79.37669,43.662445,5346442,1032373,2008,"April 7, 2008",1200,12,CARLTON St,JARVIS St, ,Major Arterial,43.662445,-79.37669,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.17559,43.807345,6616379,1228657,2011,"February 16, 2011",1200,12,SHEPPARD Aven E,IDAGROVE Gate, ,Major Arterial,43.807345,-79.17559,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.40679,43.636345,6654067,1244722,2011,"June 5, 2011",1200,12,FLEET ST,FORT YORK BLVD, ,Minor Arterial,43.636345,-79.40679,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Improper Passing,Normal
-79.37499,43.649745,7431444,1301330,2012,"May 3, 2012",1200,12,95 KING ST E, , ,Major Arterial,43.649745,-79.37499,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.35289,43.687545,7431494,1301352,2012,"May 4, 2012",1200,12,LOGAN AVE,GOWAN AVE, ,Local,43.687545,-79.35289,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , 
-79.373737,43.667224,80631881,4002824583,2014,"August 29, 2014",1200,12,WELLESLEY ST E,BLEECKER ST,18 m East of,Minor Arterial,43.667224,-79.373737,Intersection,Intersection Related,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal
-79.49579,43.610045,7465811,1315724,2012,"August 10, 2012",1409,14,HILLSIDE AVE,ROYAL YORK RD, ,Minor Arterial,43.610045,-79.49579,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.371257,43.770346,80563345,6001090221,2016,"June 22, 2016",1305,13,SHEPPARD AVE E,PROVOST DR, ,Major Arterial,43.770346,-79.371257,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.298351,43.754336,80630885,4002482864,2014,"July 12, 2014",1409,14,WARDEN AVE,TOWER DR, ,Major Arterial,43.754336,-79.298351,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.38179,43.648345,5376335,1045778,2008,"May 26, 2008",1410,14,KING ST W,YORK ST, ,Major Arterial,43.648345,-79.38179,Mid-Block,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Unknown, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.49889,43.617445,6255487,1203098,2010,"November 1, 2010",1410,14,ROYAL YORK RD,NEWCASTLE ST, ,Minor Arterial,43.617445,-79.49889,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.425647,43.661971,80225388,4003521992,2014,"December 20, 2014",1410,14,OSSINGTON AVE,BLOOR ST W,15 m South of,Major Arterial,43.661971,-79.425647,Intersection,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal
-79.290637,43.735335,80485686,4003073382,2014,"October 9, 2014",1410,14,WARDEN AVE,MARBLE ARCH CRES, ,Major Arterial,43.735335,-79.290637,Intersection,Non Intersection,Traffic Signal,Clear,Fatal,fatal,Cyclist,cyclist,60 to 64,Fatal,killed,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal
-79.475055,43.69015,80557294,5000276965,2015,"February 16, 2015",1410,14,2609 EGLINTON AVE W, , ,Major Arterial,43.69015,-79.475055,Intersection,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Inattentive, , , 
-79.48809,43.751545,6644552,1240761,2011,"June 27, 2011",2225,22,KEELE St,GRANDRAVINE Dr, ,Major Arterial,43.751545,-79.48809,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.21289,43.799145,6804373,1224710,2011,"March 24, 2011",2225,22,SHEPPARD AVE E,MURISON BLVD, ,Major Arterial,43.799145,-79.21289,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,20 to 24,Fatal,killed,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.35259,43.665444,7644967,1278438,2011,"December 10, 2011",2252,22,BROADVIEW AVE,GERRARD ST E, ,Minor Arterial,43.665444,-79.35259,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
